0.084904335,-0.15974885,-0.07136027,0.014968233,0.069402486,0.06622053,-0.11940156,0.024701903,-0.040856976,0.182505,0.37465003,-0.060059648,0.08173283,0.25596175,-0.069695435,-0.09748153,0.050171122,0.026004674,0.012083741,-0.95046866,0.04079745,-0.13405122,-0.32460466,0.20152046,-0.18261755,-0.06441324,0.09559713,0.021873191,-0.057842024,0.0031678048,0.7454145,0.14863324,-0.13002478,-0.3288113,0.42856643,-0.14484562,0.20141988,0.0821295,0.03559913,0.05038918,-0.30924368,0.13329087,0.009256622,0.028944166,0.04484697,-0.13306092,0.5382794,0.16045466,-0.070279926,-0.6921075,-0.466948,-0.031532563,0.22655156,-0.2561848,0.13155441,-0.07415955,-0.5758966,-0.42264825,0.08854404,-0.37358108,0.15244646,-0.005449029,-0.09456641,0.032207195
-0.00061011454,0.085804835,-0.13773383,-0.08625296,-0.12779233,-0.11335191,-0.050364904,-0.0044811014,0.123137854,0.008124027,-0.0045236526,-0.023969477,0.035930865,0.022664852,0.036022928,0.07447477,0.117087156,-0.09200358,-0.099247314,-0.13068432,-0.07656788,-0.052791372,0.09835865,-0.066277854,-0.08829414,-0.034169417,0.029503928,-0.0016130002,0.078661904,0.022357577,-0.090410635,0.09973779,-0.049080424,0.3327152,0.12019275,0.036356755,-0.055499706,0.008032815,-0.03594131,0.025634915,0.014896947,-0.05197247,0.08570708,-0.04874736,0.0062902067,-0.06257436,-0.024607057,0.09946726,-0.062364154,0.08131981,-0.14543232,-0.07533586,-0.13038859,0.081913196,-0.1070403,-0.017040309,-0.064963534,-0.14026842,-0.1212941,-0.030869082,-0.062575944,-0.10469134,-0.0023588093,-0.10488248
0.7513347,-0.42350438,0.15819184,1.3616132,-0.31558153,-0.08844515,-0.2516413,0.8945555,0.27505422,0.93378484,0.23370703,-0.17419049,0.21993545,1.5022775,-0.04981394,0.021850709,0.053975135,-0.77299625,-0.08238311,0.06379353,0.36625135,0.18334675,-0.31387737,0.0633906,0.7238954,0.1100088,-0.040037807,-0.14622825,-0.08433264,0.40775958,-0.41710693,-0.00021034833,0.6224641,-0.5448342,0.18660295,-0.15829821,0.8507508,-0.13058546,0.8353966,0.29190814,0.059945893,0.7798204,0.51704466,0.4613017,-0.07124767,-0.05463634,-1.198797,0.029141625,-0.01833167,-0.20507517,-0.3046757,0.5331068,1.6266471,0.24002714,-0.18483785,0.8528708,-0.18737763,0.022108575,0.4826693,-0.5821303,1.1175951,0.65195847,0.016238667,0.13666914
0.11747431,0.022676364,0.11107428,0.08379897,0.030660283,0.00081378076,0.07773176,0.0021084342,0.060841948,0.022019958,-0.11632001,-0.12409395,-0.03829512,0.071125016,0.0067307088,0.09848207,0.14712313,-0.018267808,0.026550114,0.0105169155,-0.033691183,-0.12006875,0.055683047,0.038359344,-0.0022108734,-0.022533283,0.04325156,-0.04027738,-0.043171786,0.12119805,-0.09079098,-0.04475854,0.07478823,-0.05303495,0.026166862,-0.06113217,-0.07307968,0.07406042,0.051105853,0.037893955,0.088901445,-0.023023045,-0.100119494,-0.026185958,0.11881312,0.026409237,0.05642182,-0.012888469,0.054153584,-0.027072988,0.12847134,0.066121265,-0.028224846,-0.07521947,0.100207716,-0.029008137,0.08547862,-0.014174338,-0.041274164,-0.010943619,0.0057692425,0.09617148,0.043434806,-0.093116514
-0.26447886,-0.14784034,-0.17726254,-0.2499654,-0.06256983,-0.1949872,-0.15749836,0.19042209,-0.35175067,-0.29536408,-0.12256268,-0.17043371,-0.2985619,-0.5964343,-0.19636378,-0.06983784,0.04814011,-0.21731423,0.021972317,-0.45860034,-0.25138357,0.24486513,-0.16245675,-0.12151663,-0.06214539,-0.16557096,-0.13965169,-0.11634188,-0.10409985,-0.12389869,0.16121967,-0.3608485,-0.28381482,-0.33156464,-0.1413259,-0.055762313,-0.029347116,-0.0139839025,0.00011807353,-0.32373565,0.14246449,-0.131294,0.051332917,0.16143285,-0.1222637,-0.21243572,-0.23905063,-0.18197247,-0.066514134,-0.0077141644,-0.050660837,0.075069934,-0.3760509,-0.117204376,0.06639005,-0.4923299,0.11604801,-0.014447695,-0.41401827,-0.3170342,-0.16564088,-0.3850661,-0.13279597,-0.24668942
-0.13182014,-0.11938424,0.09311793,-0.05567549,-0.056391157,-0.041582547,0.08984643,-0.027152916,-0.048085477,0.058029365,0.006662299,0.03482401,-0.2370006,0.044752423,0.10541359,-0.11915924,0.13608114,0.05716449,0.097098,0.052668806,0.05389119,-0.03305689,-0.019890264,0.090891294,-0.05674435,-0.076258324,-0.1057953,-0.058905814,0.012797619,-0.07588759,0.014976245,0.05352285,0.11943022,-0.020999933,-0.13963793,-0.22978604,0.045117527,-0.030370442,0.056257155,0.014496063,-0.07601977,0.027790057,0.020292178,-0.04306164,-0.13959959,-0.029011358,-0.09614027,-0.13841823,-0.076558895,-0.09612712,-0.08011866,0.038005665,-0.008925837,-0.007414611,-0.09525387,0.043468386,0.17492482,0.28720075,-0.13032551,-0.011897302,-0.051625665,-0.061575808,0.003915624,-0.006546724
-0.032235574,0.037176672,-0.17008021,-0.08785358,-0.10376911,0.098435916,0.048382167,-0.06596565,0.0014284385,-0.05638864,-0.22015701,-0.08048049,-0.0584018,-0.2922856,0.11911794,-0.05138518,0.008185095,0.036210112,0.04638993,0.011630503,-0.28643972,-0.20599344,0.037911583,0.07372469,0.07593668,0.1211131,-0.14585344,-0.06924251,0.045437627,-0.13760088,-0.08474434,-0.0999898,-0.025699344,-0.022190819,0.0007561188,-0.014063718,0.032939196,-0.09864652,0.010013986,-0.03477857,0.0011387081,-0.103046015,0.03340348,-0.13633189,-0.07532215,0.03567999,-0.17799546,-0.039900836,-0.007940687,0.07280374,-0.10567507,0.047141712,-0.013081647,0.017117675,-0.19532423,0.077636406,0.008982603,0.0005773641,-0.05080738,-0.24895534,-0.018836835,-0.007233142,-0.014138204,-0.1252228
0.043648306,0.1585416,0.04731664,0.05865505,0.050179787,0.011384849,-0.07457063,-0.0035152175,0.0004768851,0.03840367,-0.13637087,0.1152654,0.037013844,0.07866574,0.035958905,-0.07076383,0.06661559,-0.06629308,0.062094912,0.00676165,-0.11541666,-0.082111046,-0.044771664,0.11970553,-0.057861567,0.12426254,-0.07617015,0.12978764,-0.06596629,0.07686011,-0.08277674,-0.09406175,-0.07242402,-0.086465605,0.11943091,0.106233105,0.042139012,0.017863104,0.0877344,-0.042141896,-0.078292914,-0.031562056,0.052253515,0.056590457,-0.0038031791,0.10214151,-0.04969046,-0.121925615,-0.1040673,-0.023524566,0.093375534,-0.05832806,0.033914577,0.13868792,0.11029664,0.08808955,-0.05295713,0.05394399,0.08359149,0.031897727,-0.06711026,0.052885316,0.00054485607,-0.08813206
-0.11198784,-0.22600064,-0.057642616,-0.0864505,-0.11626448,-0.025579019,-0.026009807,0.00544333,-0.036388904,0.02356062,0.05248087,-0.041730464,-0.1832351,0.06553197,-0.075900935,-0.09414633,0.028037963,-0.107397534,0.0942132,-0.01921495,-0.13601007,-0.13131042,-0.058655296,-0.057341587,-0.0088868495,-0.09020061,-0.016152836,-0.063181534,-0.06623983,0.01711664,0.1452701,-0.14517267,0.08963303,-0.18450049,-0.14663897,0.03182235,0.021339089,0.13624416,-0.13451807,-0.12553394,-0.056151405,0.15611416,0.059357196,-0.008990966,0.112146676,-0.2415264,0.058798004,0.06376283,-0.017629238,0.10291998,-0.038242947,-0.048049938,0.08274829,0.03203794,-0.08969789,-0.03562358,-0.026186349,-0.021060893,-0.06783324,0.03755587,-0.022341544,-0.035743985,-0.06119387,0.09333954
-0.11964717,0.066296406,-0.013415635,-0.03960805,-0.1335376,0.013652955,0.004335175,0.025579013,0.093415804,-0.06746387,-0.12586726,0.068789445,0.06619514,-0.007556768,0.16165575,-0.018896258,-0.012304409,0.052266095,0.017264932,0.074695684,0.0036009036,0.007213753,0.11597837,-0.096374005,-0.27960914,0.036621846,-0.06318113,0.10391964,-0.02018912,0.43719304,-0.07577622,-0.07972192,0.11039923,0.009248564,0.0035837567,0.14229032,-0.0309736,0.13950081,-0.059861246,0.12944815,0.05999636,-0.022136264,0.08561307,-0.026694931,0.3279863,-0.014621199,0.040186267,-0.032481063,0.099883884,-0.013463446,-0.025645074,0.071994446,-0.08626676,0.0981196,-0.045668416,0.014348708,-0.043940485,-0.0040159845,-0.17049344,-0.13510291,-0.106441036,-0.03111903,0.1110612,0.06648389
