0.4413982,-0.009237319
-0.3031313,-0.07162533
0.52415204,-0.3540554
0.09907551,0.32953385
-0.10080336,-0.22111453
0.16844958,0.10308229
-0.1892419,-0.18767285
0.25666562,-0.11546888
0.028826725,-0.037342113
-0.61787724,0.39625433
-0.12529492,-0.087455004
-0.16184932,0.13249744
-0.1906537,-0.27754867
-0.024911573,0.061739627
-0.10750199,0.23823287
-0.108328626,0.012080345
-0.24609111,-0.23453376
0.26000848,-0.2920624
-0.3051134,-0.13454129
0.05633039,-0.018563734
0.2123792,-0.13566647
0.39455676,0.1520983
-0.11194171,0.03416056
-0.15155193,-0.086915806
-0.18094832,0.4727496
-0.052237984,0.25716764
-0.060382925,-0.036439694
-0.12964569,-0.074199215
-0.6247197,0.7701139
0.010400958,-0.10451744
0.015903173,-0.0026867548
-0.04026755,-0.08638517
0.08390841,-0.11644817
0.031606592,0.09575809
0.34911817,0.23166335
0.19567195,0.11502668
-0.22544405,0.11003304
-0.027835267,-0.047223337
0.019465124,0.027911771
0.16675717,-0.32600772
-0.061989855,0.021030212
-0.3888533,0.21432176
-0.25270283,-0.08723761
0.21424605,0.13319089
-0.00059943413,0.027063945
-0.10543402,0.023712663
0.29343295,0.10495585
-0.2699591,-0.16094773
0.3305971,-0.21266463
-0.33617553,-0.19191322
-0.13766393,0.09537641
-0.124535106,0.22461723
0.5810775,-0.66118443
-0.07267091,0.17933261
0.012691882,0.08715089
0.48059627,-0.4261201
0.181241,-0.24337701
-0.09960621,0.39406952
-0.13894361,-0.18017434
0.07662304,0.40487218
0.19355579,0.07922112
0.111329615,-0.12631123
-0.14860113,-0.14791551
0.7381996,-0.4606267
